Key,filename & rawValue,enkaId,sortId,en,chs,cht,jp,kr,fr,it,ru,de,vi
$asset.nameCard:UI_NameCardPic_Neuvillette_P,UI_NameCardPic_Neuvillette_P,210174,170,Neuvillette: Surge,那维莱特·流澜,那維萊特·流瀾,ヌヴィレット·浸透,느비예트·파란,Neuvillette - Afflux,Neuvillette: Sovratensione,Наплыв,Neuvillette – Welle,Neuvillette - Sóng Trào
$asset.nameCard:UI_NameCardPic_Wriothesley_P,UI_NameCardPic_Wriothesley_P,210175,171,Wriothesley: Detention,莱欧斯利·缄锁,萊歐斯利·緘鎖,リオセスリ·封鎖,라이오슬리·쇠사슬,Wriothesley - Détention,Wriothesley: Detenzione,Удержание,Wriothesley – Eingesperrt,Wriothesley - Khóa Chặt
$asset.nameCard:UI_NameCardPic_Bp27_P,UI_NameCardPic_Bp27_P,210176,172,Travel Notes: Falling Star,纪行·沉星,紀行·沉星,紀行·星没,기행·잠긴 별,PB - Étoile filante,Appunti di viaggio: Stella dei desideri,Падающая звезда,Erlebnispass – Sternregen,Nhật Ký Hành Trình - Sao Rơi
$asset.nameCard:UI_NameCardPic_Guqin_P,UI_NameCardPic_Guqin_P,210177,173,Celebration: Euphonia,庆典·奏雅,慶典·奏雅,祭典·奏雅,축제·우아한 선율,Célébration - Euphonie,Celebrazione: Euphonia,Благозвучие,Feierlichkeit – Bezaubernde Melodie,Lễ Hội - Nhã Tấu
$asset.nameCard:UI_NameCardPic_Tzz8_P,UI_NameCardPic_Tzz8_P,210178,174,Achievement: Perpetual,成就·永续,成就·永續,アチーブメント·永続,업적·영속,Succès - Perpétuité,Obiettivo: Perpetuum,Постоянство,Errungenschaft – Ewiger Fortlauf,Thành Tựu - Mãi Tiếp Bước
$asset.nameCard:UI_NameCardPic_FD2_P,UI_NameCardPic_FD2_P,210179,175,Fontaine: Redemption,枫丹·罚赎,楓丹·罰贖,フォンテーヌ·罰と贖い,폰타인·죄와 벌,Fontaine - Expiation,Fontaine: Redenzione,Искупление,Fontaine – Sühne,Fontaine - Chuộc Tội
$asset.nameCard:UI_NameCardPic_Furina_P,UI_NameCardPic_Furina_P,210180,176,Furina: Banquet,芙宁娜·欢宴,芙寧娜·歡宴,フリーナ·歓宴,푸리나·연회,Furina - Banquet,Furina: Banchetto,Банкет,Furina – Festmahl,Furina - Tiệc Mừng
$asset.nameCard:UI_NameCardPic_Charlotte_P,UI_NameCardPic_Charlotte_P,210181,177,Charlotte: Exclusive,夏洛蒂·独家,夏洛蒂·獨家,シャルロット·独占,샤를로트·독점 보도,Charlotte - Scoop,Charlotte: Esclusiva,Эксклюзив,Charlotte – Exklusiv,Charlotte - Độc Quyền
$asset.nameCard:UI_NameCardPic_FD3_P,UI_NameCardPic_FD3_P,210182,178,Fontaine: Completeness,枫丹·浑然,楓丹·渾然,フォンテーヌ·調和,폰타인·혼연,Fontaine - Exhaustivité,Fontaine: Completezza,Полнота,Fontaine – Vervollständigung,Fontaine - Trọn Vẹn
$asset.nameCard:UI_NameCardPic_Bp28_P,UI_NameCardPic_Bp28_P,210183,179,Travel Notes: Whirling Waltz,纪行·旋舞,紀行·旋舞,紀行·旋舞,기행·원무,PB - Valse tournoyante,Appunti di viaggio: Valzer vorticoso,Вихрь вальса,Erlebnispass – Wirbeltanz,Nhật Ký Hành Trình - Vũ Điệu
$asset.nameCard:UI_NameCardPic_Navia_P,UI_NameCardPic_Navia_P,210184,180,Navia: Rosula,娜维娅·刺玫,娜維婭·刺玫,ナヴィア·棘薔薇,나비아·가시 장미,Navia - Rosula,Navia: Rosula,Росула,Navia – Rosula,Navia - Rosula
$asset.nameCard:UI_NameCardPic_Chevreuse_P,UI_NameCardPic_Chevreuse_P,210185,181,Chevreuse: Type II,夏沃蕾·贰型,夏沃蕾·貳型,シュヴルーズ·弐型,슈브르즈·제2형,Chevreuse - Type II,Chevreuse: Tipo II,Модель № 2,Chevreuse – Typ II,Chevreuse - Mẫu II
$asset.nameCard:UI_NameCardPic_Bp29_P,UI_NameCardPic_Bp29_P,210186,182,Travel Notes: Time Inscribed,纪行·时雕,紀行·時雕,紀行·時彫り,기행·시간의 각인,PB - Marque du temps,Appunti di viaggio: Iscrizione del tempo,Резьба по времени,Erlebnispass – Zeitgravur,Nhật Ký Hành Trình - Khắc Ghi
$asset.nameCard:UI_NameCardPic_Liuyun_P,UI_NameCardPic_Liuyun_P,210187,183,Xianyun: White Clouds,闲云·鹤云,閒雲·鶴雲,閑雲·鶴雲,한운·학 구름,Xianyun – Nuage blanc,Xianyun – Nuage blanc,Белые облака,Xianyun – Weiße Wolken,Xianyun – Mây Trắng
$asset.nameCard:UI_NameCardPic_Gaming_P,UI_NameCardPic_Gaming_P,210188,184,Gaming: Man Chai,嘉明·文仔,嘉明·文仔,嘉明·ウェンツァイ,가명·문동이,Gaming – Man Chai,Gaming – Man Chai,Ман Чай,Gaming – Man Chai,Gaming – A Văn
$asset.nameCard:UI_NameCardPic_Chenyu1_P,UI_NameCardPic_Chenyu1_P,210189,185,Achievement: Adeptal Valley,成就·仙谷,成就·仙谷,アチーブメント·仙谷,업적·선계 협곡,Succès - Vallée adeptale,Obiettivo: Valle adeptica,Долина Адептов,Errungenschaft – Adepten-Tal,Thành Tựu - Tiên Cốc
$asset.nameCard:UI_NameCardPic_OfferingSilong_P,UI_NameCardPic_OfferingSilong_P,210190,186,Achievement: Rainjade Rite,成就·投珑,成就·投瓏,アチーブメント·玉投げ,업적·옥 투척,Succès - Pluie de jades,Obiettivo: Rito della Giada pluviale,Брошенный нефрит,Errungenschaft – Jaderitual,Thành Tựu - Mưa Ngọc
$asset.nameCard:UI_NameCardPic_Bp30_P,UI_NameCardPic_Bp30_P,210191,187,Travel Notes: Vivid Flight,纪行·彩鹞,紀行·彩鷂,紀行·彩鷹,기행·오색 연,PB - Vol coloré,Appunti di viaggio: Colori in volo,Яркие птицы,Erlebnispass – Drachenpracht,Nhật Ký Hành Trình - Sắc Diều
$asset.nameCard:UI_NameCardPic_OST4_P,UI_NameCardPic_OST4_P,210192,188,Album: The Stellar Moments,专辑·闪耀的群星,專輯·閃耀的群星,アルバム·燦めく星たち,앨범·빛나는 뭇별,Album - Moments stellaires,Album: The Stellar Moments,The Stellar Moments,Album – The Stellar Moments,Tuyển Tập - Chòm Sao Lấp Lánh
$asset.nameCard:UI_NameCardPic_Chiori_P,UI_NameCardPic_Chiori_P,210193,189,Chiori: Spectacular Sleeves,千织·展袖,千織·展袖,千織·展袂,치오리·펼친 소매,Chiori - Manches spectaculaires,Chiori: Maniche mozzafiato,Развевающиеся рукава,Chiori – Spektakuläre Ärmel,Chiori - Tay Áo Trình Diễn
$asset.nameCard:UI_NameCardPic_Bp31_P,UI_NameCardPic_Bp31_P,210194,190,Travel Notes: Arcane Amassing,纪行·魔萃,紀行·魔萃,紀行·魔萃,기행·응축된 신비,PB - Arcanicité,Appunti di viaggio: Convergenza arcana,Мистическое скопление,Erlebnispass – Scheidekunst,Nhật Ký Hành Trình - Hóa Kỹ
$asset.nameCard:UI_NameCardPic_Arlecchino_P,UI_NameCardPic_Arlecchino_P,210195,191,Arlecchino: Edict,阿蕾奇诺·法度,阿蕾奇諾·法度,アルレッキーノ·規則,아를레키노·규칙,Arlecchino - Édit,Arlecchino: Editto,Правила,Arlecchino – Edikt,Arlecchino - Sắc Lệnh
$asset.nameCard:UI_NameCardPic_Deep_P,UI_NameCardPic_Deep_P,210196,192,Fontaine: Attunement,枫丹·调律,楓丹·調律,フォンテーヌ·調律,폰타인·조율,Fontaine - Harmonisation,Fontaine: Armonizzazione,Настройка инструмента,Fontaine – Abstimmung,Fontaine - Chỉnh Âm
$asset.nameCard:UI_NameCardPic_Tzz9_P,UI_NameCardPic_Tzz9_P,210197,193,Achievement: Whalewrangler,成就·掣鲸,成就·掣鯨,アチーブメント·掣鯨,업적·포경,Succès - Baleinier,Obiettivo: Cacciabalene,Укротитель китов,Errungenschaft – Walbändiger,Thành Tựu - Săn Cá Voi
$asset.nameCard:UI_NameCardPic_WishingPond_P,UI_NameCardPic_WishingPond_P,210198,194,Fontaine: Lucine,枫丹·露泉,楓丹·露泉,フォンテーヌ·ルキナ,폰타인·루키나 분수,Fontaine - Lucine,Fontaine: Lucine,Люсин,Fontaine – Tauwasserbrunnen,Fontaine - Suối Sương
$asset.nameCard:UI_NameCardPic_GreatFestivalV2_P,UI_NameCardPic_GreatFestivalV2_P,210199,195,Travel Notes: The Realms Rocked,纪行·邦摇,紀行·邦搖,紀行·邦魂,기행·로큰롤,PB - Rock-athon,Appunti di viaggio: Regni del rock,Рок-королевства,Erlebnispass – Rock ’n’ Roll,Nhật Ký Hành Trình - Rung Chuyển
$asset.nameCard:UI_NameCardPic_Clorinde_P,UI_NameCardPic_Clorinde_P,210200,196,Clorinde: Roleplay,克洛琳德·取人,克洛琳德·取人,クロリンデ·ロールプレイ,클로린드·역할극,Clorinde - Jeu de rôle,Clorinde: Gioco di ruolo,Ролевая игра,Clorinde: Rollenspiel,Clorinde - Nhập Vai
$asset.nameCard:UI_NameCardPic_Sigewinne_P,UI_NameCardPic_Sigewinne_P,210201,197,Sigewinne: Treatment,希格雯·疗法,希格雯·療法,シグウィン·治療法,시그윈·치료법,Sigewinne - Traitement,Sigewinne: Terapia,Терапия,Sigewinne: Behandlung,Sigewinne - Liệu Trình
$asset.nameCard:UI_NameCardPic_Sethos_P,UI_NameCardPic_Sethos_P,210202,198,Sethos: Ba Fragment,塞索斯·跋灵,塞索斯·跋靈,セトス·跋霊,세토스·바,Sethos - Fragment de Ba,Sethos: Frammento di Ba,Осколок Ба,Sethos – Ba-Fragment,Sethos - Bạt Linh
$asset.nameCard:UI_NameCardPic_RoleCombat_P,UI_NameCardPic_RoleCombat_P,210203,199,Achievement: Poetic Pages,成就·诗页,成就·詩頁,アチーブメント·詩のページ,업적·환상 시편,Succès - Poésie,Obiettivo: Pagine poetiche,Поэтичные страницы,Errungenschaften: Gedichtseiten,Thành Tựu - Trang Thơ
$asset.nameCard:UI_NameCardPic_Bp33_P,UI_NameCardPic_Bp33_P,210204,200,Travel Notes: Simulnation,纪行·衍演,紀行·衍演,紀行·演習,기행·모의전,PB - Simulnation,Appunti di viaggio: Politeama,Симуляция,Erlebnispass – Szenarien,Nhật Ký Hành Trình - Mô Phỏng
